POS,PosScore,NegScore,SynsetTerms,CorrectLabel,hindi
n,0.0,0.75,glomerulonephritis,-1,स्तवकवृक्कशोथ
n,0.0,0.75,hypothyroidism,-1,हाइपोथायरायडिज्म
n,0.0,0.75,diphtheria,-1,डिप्थीरिया
n,0.0,0.75,pneumonia,-1,न्यूमोनिया
n,0.0,0.75,abetalipoproteinemia,-1,abetalipoproteinemia
n,0.0,0.75,hypobetalipoproteinemia,-1,hypobetalipoproteinemia
n,0.0,0.75,lysinemia,-1,lysinemia
n,0.0,0.75,thrombasthenia,-1,thrombasthenia
n,0.125,0.75,tyrosinemia,-1,tyrosinemia
n,0.0,0.75,angina,-1,एनजाइना
n,0.0,0.875,blain,-1,फोड़ा
n,0.0,0.75,cystitis,-1,मूत्राशयशोध
n,0.0,0.75,malnutrition,-1,कुपोषण
n,0.0,0.75,kwashiorkor,-1,Kwashiorkor
n,0.125,0.75,myopathy,-1,पेशीविकृति
n,0.0,0.75,erythema,-1,पर्विल
n,0.0,0.75,livedo,-1,livedo
n,0.0,0.75,granuloma,-1,ग्रेन्युलोमा
n,0.0,0.75,arteritis,-1,धमनीशोथ
n,0.0,0.875,blepharitis,-1,ब्लेफेराइटिस
n,0.0,0.75,sprain,-1,मोच
n,0.0,0.875,bubo,-1,Bubo
n,0.0,0.875,throe,-1,दम तोड़ना
n,0.0,0.75,dysmenorrhea,-1,कष्टार्तव
n,0.125,0.75,odynophagia,-1,निगलने
n,0.0,0.75,ulalgia,-1,ulalgia
n,0.0,0.75,cholangitis,-1,पित्तवाहिनीशोथ
n,0.0,0.75,cholecystitis,-1,पित्ताशय
n,0.0,0.875,diverticulitis,-1,विपुटीशोथ
n,0.0,0.75,endarteritis,-1,अन्तर्धमनीशोथ
n,0.0,0.75,epididymitis,-1,epididymitis
n,0.0,0.75,gastritis,-1,जठरशोथ
n,0.0,0.75,keratitis,-1,स्वच्छपटलशोथ
n,0.0,0.75,oophoritis,-1,oophoritis
n,0.0,0.875,orchitis,-1,orchitis
n,0.0,0.75,pancreatitis,-1,अग्नाशयशोथ
n,0.0,0.875,prostatitis,-1,prostatitis
n,0.0,0.75,spondylitis,-1,स्पॉन्डिलाइटिस
n,0.0,0.75,ulitis,-1,ulitis
n,0.0,0.75,ureteritis,-1,ureteritis
n,0.0,0.75,vesiculitis,-1,vesiculitis
n,0.0,0.75,automysophobia,-1,automysophobia
n,0.0,0.75,encopresis,-1,encopresis
n,0.125,0.75,melancholia,-1,विषाद
n,0.0,0.75,paranoia,-1,पागलपन
n,0.0,0.75,bitch,-1,कुतिया
n,0.0,0.75,wreck,-1,जहाज के मलबे
n,0.0,0.875,throe,-1,दम तोड़ना
n,0.125,0.75,cleanness,-1,पवित्रता
n,0.125,0.75,porphyria,-1,पोरफाइरिया
n,0.0,0.75,ergotism,-1,ठोंठी
n,0.0,0.75,resistance,-1,प्रतिरोध
n,0.0,0.75,danger,-1,खतरा
n,0.125,0.75,astasia,-1,astasia
n,0.0,0.75,sequela,-1,शागिर्दी
n,0.0,0.75,analgesia,-1,व्यथा का अभाव
n,0.0,0.75,urethritis,-1,मूत्रमार्गशोथ
n,0.0,0.75,oligospermia,-1,अल्पशुक्राणुता
n,0.0,0.75,tenesmus,-1,ऐंठन
n,0.0,0.75,gum-lac,-1,गम-लाख
r,0.0,0.75,negatively,-1,नकारात्मक
r,0.125,0.75,amiss,-1,अनुचित
r,0.0,0.75,badly,-1,बुरी तरह
r,0.125,0.75,badly,-1,बुरी तरह
r,0.0,0.875,worst,-1,सबसे खराब
r,0.0,0.75,indirectly,-1,परोक्ष रूप से
r,0.0,0.875,hard,-1,मुश्किल
v,0.0,0.75,scowl,-1,भ्रूभंग
v,0.25,0.75,abort,-1,गर्भपात
v,0.125,0.75,abort,-1,गर्भपात
v,0.0,0.75,inflame,-1,भड़काना
v,0.0,0.875,inflame,-1,भड़काना
v,0.0,0.75,have,-1,है
v,0.0,0.75,obstipate,-1,obstipate
v,0.0,0.75,suffer,-1,भुगतना
v,0.0,0.875,ail,-1,फिर से
v,0.0,0.75,frost,-1,ठंढ
v,0.0,0.75,damage,-1,क्षति
v,0.0,0.75,smut,-1,मैल
v,0.25,0.75,kill,-1,मार
v,0.0,0.75,bloat,-1,ब्लोट
v,0.0,0.75,putrefy,-1,भ्रष्टाचार हो जाना
v,0.0,0.875,curdle,-1,जमाना
v,0.0,0.875,foul,-1,बेईमानी से
v,0.0,0.75,cleanse,-1,शुद्ध
v,0.0,0.75,damage,-1,क्षति
v,0.0,0.875,disapprove,-1,अस्वीकार करना
v,0.0,0.875,deny,-1,मना
v,0.0,0.875,repudiate,-1,परित्याग करना
v,0.0,0.875,impugn,-1,बहस करना
v,0.25,0.75,whoop,-1,ललकार
v,0.0,0.75,speculate,-1,कल्पना करना
v,0.0,0.875,out-herod,-1,बाहर हेरोदेस
v,0.0,0.75,invade,-1,पर आक्रमण
v,0.125,0.75,lacerate,-1,फाड़ना
v,0.0,0.75,suffer,-1,भुगतना
v,0.0,0.75,enrage,-1,क्रुद्ध
v,0.0,0.75,mourn,-1,शोक
v,0.0,0.75,tribulate,-1,tribulate
v,0.0,0.75,besiege,-1,मुहासिरा करना
v,0.0,0.875,abreact,-1,abreact
v,0.0,0.875,burn,-1,जलाना
v,0.0,0.875,smell,-1,गंध
v,0.0,1.0,disrespect,-1,अनादर
v,0.0,0.75,castigate,-1,जीत लिया
v,0.0,0.75,wrong,-1,गलत
v,0.0,0.875,humbug,-1,पाखण्ड
v,0.0,0.75,blindside,-1,कमजोर पक्ष
v,0.25,0.75,stink,-1,बदबू
